drum_id,tenant,rack,product,part_number,date,days_elapsed,daily_min_cable_length_m,daily_max_cable_length_m,daily_avg_cable_length_m,linear_forecast_m,forecast_error_m,sensor_readings_count,avg_battery_voltage,avg_signal_strength,initial_cable_length_m,order_threshold_m,depletion_rate_m_per_day,r_squared
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-13,0,500.0,500.0,500.0,512.1,-12.1,14,3959.57,-57,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-14,1,500.0,500.0,500.0,507.5,-7.5,26,3954.46,-57,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-15,2,500.0,500.0,500.0,502.8,-2.8,24,3951.96,-56,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-16,3,500.0,500.0,500.0,498.1,1.9,24,3951.96,-56,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-17,4,500.0,500.0,500.0,493.4,6.6,25,3947.52,-57,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-18,5,500.0,500.0,500.0,488.7,11.3,27,3947.04,-59,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-19,6,500.0,500.0,500.0,484.0,16.0,25,3944.0,-57,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-20,7,500.0,500.0,500.0,479.3,20.7,26,3943.38,-55,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-21,8,500.0,500.0,500.0,474.6,25.4,24,3941.08,-54,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-22,9,500.0,500.0,500.0,469.9,30.1,26,3937.27,-55,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-23,10,498.84,500.0,499.1,465.2,33.9,27,3936.48,-54,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-24,11,498.85,498.85,498.9,460.5,38.4,26,3934.15,-55,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-25,12,498.85,498.85,498.9,455.8,43.1,14,3931.93,-56,500.0,80.0,4.69,0.9421
1487,Kunde A,Regal OG,"ÖLFLEX® CLASSIC FD 810 18G0,75",26126,2026-02-26,13,486.49,498.85,488.5,451.1,37.4,19,3930.53,-61,500.0,80.0,4.69,0.9421
