drum_id,tenant,rack,product,part_number,date,days_elapsed,daily_min_cable_length_m,daily_max_cable_length_m,daily_avg_cable_length_m,linear_forecast_m,forecast_error_m,sensor_readings_count,avg_battery_voltage,avg_signal_strength,initial_cable_length_m,order_threshold_m,depletion_rate_m_per_day,r_squared
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-03-27,0,493.2613,500.0,494.9,489.7,5.2,26,4062.58,-61,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-03-28,1,493.2613,493.2613,493.3,489.2,4.1,25,4051.36,-60,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-03-29,2,493.2613,493.2613,493.3,488.7,4.6,24,4024.58,-60,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-03-30,3,493.2613,493.2613,493.3,488.2,5.1,26,3997.35,-60,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-03-31,4,484.7539,493.2613,488.2,487.7,0.5,34,3971.94,-66,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-01,5,484.7659,484.7659,484.8,487.2,-2.4,25,3944.92,-70,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-02,6,484.7599,484.7659,484.8,486.7,-1.9,44,3916.18,-69,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-03,7,484.7599,484.7659,484.8,486.2,-1.4,32,3891.38,-69,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-04,8,484.7599,484.7599,484.8,485.7,-0.9,25,3872.4,-70,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-05,9,484.7599,484.7599,484.8,485.2,-0.4,24,3850.46,-69,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-06,10,484.7599,484.7599,484.8,484.7,0.1,32,3827.72,-69,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-07,11,484.7599,484.7599,484.8,484.2,0.6,25,3809.72,-70,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-08,12,484.7599,484.7659,484.8,483.7,1.1,39,3780.62,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-09,13,484.7539,484.7659,484.8,483.2,1.6,45,3750.44,-66,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-10,14,476.8992,484.0,479.9,482.7,-2.8,28,3734.46,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-11,15,476.9172,476.9172,476.9,482.3,-5.4,24,3721.88,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-12,16,476.9172,476.9172,476.9,481.8,-4.9,24,3712.83,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-13,17,476.9172,476.9172,476.9,481.3,-4.4,25,3701.32,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-14,18,476.9172,476.9172,476.9,480.8,-3.9,24,3695.33,-66,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-15,19,476.9172,476.9172,476.9,480.3,-3.4,24,3687.63,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-16,20,476.9172,476.9172,476.9,479.8,-2.9,25,3678.4,-68,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-17,21,476.9172,476.9172,476.9,479.3,-2.4,24,3671.21,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-18,22,476.9172,476.9172,476.9,478.8,-1.9,24,3661.54,-66,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-19,23,476.9172,476.9172,476.9,478.3,-1.4,24,3654.04,-67,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-20,24,476.9172,476.9172,476.9,477.8,-0.9,26,3638.96,-66,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-21,25,476.9172,476.9172,476.9,477.3,-0.4,25,3619.96,-68,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-23,26,476.9172,476.9172,476.9,476.8,0.1,24,3604.17,-66,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-24,27,476.9172,476.9172,476.9,476.3,0.6,27,3585.52,-65,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-25,28,476.9172,476.9172,476.9,475.8,1.1,25,3564.12,-62,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-26,29,476.9172,476.9172,476.9,475.3,1.6,25,3535.68,-63,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-27,30,476.9172,476.9172,476.9,474.8,2.1,25,3505.28,-63,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-28,31,476.9172,476.9172,476.9,474.3,2.6,26,3481.73,-65,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-29,32,476.9172,476.9172,476.9,473.8,3.1,26,3464.77,-65,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-04-30,33,476.9172,476.9172,476.9,473.3,3.6,24,3442.63,-66,500.0,100.0,0.5,0.7529
1051,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 34G0,75",1119134,2026-05-01,34,476.9172,476.9172,476.9,472.8,4.1,14,3386.07,-66,500.0,100.0,0.5,0.7529
1134,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 2X0,75",1119802,2026-02-02,0,450.0,450.0,450.0,474.1,-24.1,20,4107.0,-69,450.0,80.0,1.78,0.9478
1134,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 2X0,75",1119802,2026-02-03,1,450.0,450.0,450.0,472.3,-22.3,25,4107.0,-70,450.0,80.0,1.78,0.9478
1134,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 2X0,75",1119802,2026-02-04,2,450.0,450.0,450.0,470.6,-20.6,28,4107.0,-70,450.0,80.0,1.78,0.9478
1134,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 2X0,75",1119802,2026-02-05,3,450.0,450.0,450.0,468.8,-18.8,25,4107.0,-71,450.0,80.0,1.78,0.9478
